id,Name,openingTime
160,Indigo Grill,Mon - Tues 12 pm - 3 pm / Weds 3:45 pm - 11:15 pm / Thurs 12:45 pm - 8 pm / Fri 7:45 am - 6 pm / Sat 11:45 am - 2:30 pm / Sun 4:30 pm - 8 pm
161,Kinship,"Mon 2:15 pm - 1:15 am / Tues 8:15 am - 8:15 pm / Weds 6:45 am - 7 am / Thurs 1 pm - 6:15 pm / Fri, Sun 3:30 pm - 4 pm / Sat 2:45 pm - 10:15 pm"
162,Le Parfait,Mon 2:30 pm - 3:30 pm / Tues - Weds 6:45 am - 7:45 pm / Thurs 12:15 pm - 1:45 am / Fri - Sun 5 pm - 3:15 am
163,Little Star Pizza,Mon 8:15 am - 10:45 am / Tues - Weds 1 pm - 4:45 pm / Thurs 8:30 am - 12:45 pm / Fri 10:15 am - 7:45 pm / Sat 11:30 am - 10:30 pm / Sun 5:15 am - 8:30 am
164,Market Restaurant and Bar,Sun - Tues 10:30 am - 1:30 am / Weds - Thurs 8:45 am - 4 pm / Fri 2:30 pm - 5 pm / Sat 9:45 am - 11:45 am
165,Momofuku Ko,Mon 7:30 am - 1:15 pm / Tues 1 pm - 7:15 pm / Weds 3:45 pm - 3:15 am / Thurs 2 pm - 6:15 pm / Fri - Sat 9:15 am - 10:30 am / Sun 2:45 pm - 3:15 pm
166,Old Lisbon,"Mon 9:45 am - 4 pm / Tues, Sat 10:15 am - 7:15 pm / Weds - Fri 9:30 am - 7:30 pm / Sun 5 am - 10:30 pm"
167,Owen & Engine,"Mon - Tues, Sat 2:15 pm - 2 am / Weds 10:15 am - 2:30 am / Thurs, Sun 2 pm - 12:45 pm / Fri 2:30 pm - 12:30 pm"
168,Pita Pan,Mon - Tues 2:15 pm - 1:15 am / Weds - Thurs 4:30 pm - 2:45 am / Fri 3:45 pm - 8:15 pm / Sat 7 am - 2:30 pm / Sun 11:30 am - 1:15 am
169,Quince,"Mon 11:15 am - 12:15 pm / Tues, Fri 6 am - 1:45 pm / Weds 12:30 pm - 12:15 pm / Thurs, Sun 4 pm - 11:45 pm / Sat 8 am - 12:30 pm"
170,Sears Fine Food,Sun - Tues 4 pm - 8:15 pm / Weds 5:15 pm - 10:15 pm / Thurs - Fri 6:15 am - 9 pm / Sat 8:30 am - 2 pm
171,The Big 4,"Mon, Weds - Thurs 1 pm - 6:45 pm / Tues 12:30 pm - 9:45 pm / Fri 12 pm - 11:30 pm / Sat 10:15 am - 9 pm / Sun 7:30 am - 12:30 pm"
172,The Bear & The Monarch,"Mon, Weds - Sat 1:15 pm - 1:30 am / Tues, Sun 10:15 am - 3:30 am"
173,The Marine Room,"Mon 9:30 am - 10:30 pm / Tues, Thurs, Sat 1:30 pm - 10 pm / Weds 3:45 pm - 3:45 am / Fri 4 pm - 2 am / Sun 10:45 am - 1:15 pm"
174,The Patio,Mon 3:30 pm - 8:15 pm / Tues 9:45 am - 3:45 am / Weds 5:30 pm - 3 am / Thurs 9:15 am - 11:15 am / Fri - Sat 8:15 am - 6:15 pm / Sun 10 am - 11:30 am
175,The Smoking Goat,Mon 2:15 pm - 8 pm / Tues - Weds 4:45 pm - 8:15 pm / Thurs 10 am - 6:30 pm / Fri - Sat 4:15 pm - 7:15 pm / Sun 7:30 am - 1:45 pm
176,Top of the Market,"Mon 8 am - 9:45 am / Tues 7:45 am - 7:30 pm / Weds 3 pm - 2:45 am / Thurs, Sun 4:30 pm - 1:45 am / Fri 12 pm - 2:45 am / Sat 4:15 pm - 9:15 pm"
177,Zuma,"Mon - Tues, Thurs 12:45 pm - 1 pm / Weds 5:30 am - 1:15 am / Fri 3:45 pm - 6:30 pm / Sat 1 pm - 7:15 pm / Sun 6 am - 11:45 pm"
178,13 Coins,"Mon 5 pm - 10:30 pm / Tues, Sat 5 pm - 6:45 pm / Weds - Thurs 3:15 pm - 3:45 am / Fri 9:15 am - 10:45 am / Sun 10:45 am - 3:45 pm"
179,Basic Kneads Pizza,Sun - Tues 1 pm - 10 pm / Weds 4:30 pm - 6:15 pm / Thurs 8:15 am - 9 am / Fri 5:30 pm - 3:45 am / Sat 2:30 pm - 12:45 pm
180,Burger Lounge,"Mon, Weds 5:30 pm - 7 pm / Tues 10:30 am - 7:30 pm / Thurs, Sat 1:15 pm - 2:15 pm / Fri 8:15 am - 1:30 am / Sun 9:45 am - 12:30 pm"
181,Chops & Hops,Mon 10:15 am - 11:45 am / Tues 10 am - 12:30 pm / Weds - Thurs 5 pm - 8:30 pm / Fri 11:45 am - 6:45 pm / Sat 12:30 pm - 2 am / Sun 6:45 am - 3 pm
182,Dragon Eats,"Mon 12:45 pm - 10 pm / Tues, Sun 1 pm - 5:30 pm / Weds, Sat 5:45 am - 12:45 pm / Thurs 3 pm - 6:15 pm / Fri 1 pm - 5 pm"
183,Eight AM,"Mon - Tues 8 am - 2:15 pm / Weds, Sat 5 am - 7:15 pm / Thurs - Fri 1 pm - 10:45 pm / Sun 4 pm - 7:30 pm"
184,En Thai Sing,"Mon 4:45 pm - 12:45 pm / Tues, Sun 11:45 am - 2:15 am / Weds - Thurs 6 am - 1:45 am / Fri 7:15 am - 10:45 pm / Sat 3:45 pm - 7:30 pm"
185,Fiddler’s Green,Mon - Weds 5 pm - 7:30 pm / Thurs 1:45 pm - 3:15 am / Fri - Sat 6:15 am - 1:45 pm / Sun 1:30 pm - 11 pm
186,Girl & the Goat,Mon - Tues 6 am - 1:30 pm / Weds 8:45 am - 1:15 pm / Thurs 10:30 am - 8:30 pm / Fri - Sat 2:15 pm - 1:30 am / Sun 11:30 am - 2 pm
187,Jar + Fork,"Mon, Weds - Thurs 5:45 am - 2:30 pm / Tues 4 pm - 5 pm / Fri 6:45 am - 1 am / Sat 10:30 am - 2:30 am / Sun 11:30 am - 11:30 pm"
188,Juan in a Million,"Mon - Tues, Thurs, Sat 1:30 pm - 2:45 am / Weds 9:45 am - 8:45 pm / Fri 2:45 pm - 2:45 am / Sun 9:15 am - 3:30 am"
189,Lox Stock & Bagel,Mon 6:45 am - 12 pm / Tues 5:30 pm - 11:15 pm / Weds 8 am - 5 pm / Thurs 10:15 am - 5 pm / Fri 11:30 am - 10 pm / Sat 2:30 pm - 10 pm / Sun 3 pm - 5:30 pm
190,Meat U There,Mon 7:30 am - 12:15 pm / Tues 5:30 pm - 1:15 am / Weds - Thurs 5:30 am - 3 am / Fri 10:45 am - 6:45 pm / Sat 2:30 pm - 7:15 pm / Sun 6 am - 8:30 am
191,Old Town Mexican Cafe,Sun - Tues 7:30 am - 12:45 pm / Weds 8:15 am - 12:45 pm / Thurs 1:45 pm - 2:45 am / Fri 1:45 pm - 3:30 am / Sat 7:30 am - 12 pm
192,One Market Restaurant,Mon 2:15 pm - 1:45 am / Tues 1:15 pm - 6 pm / Weds 5 am - 6:30 am / Thurs 5:15 pm - 3 am / Fri 7:45 am - 12:15 pm / Sat 3:45 pm - 10 pm / Sun 9 am - 2:45 am
193,Pig’N Pancake,"Mon, Weds 8 am - 12 pm / Tues 11:15 am - 4 pm / Thurs 3 pm - 3:30 am / Fri 11:30 am - 1:30 pm / Sat - Sun 11 am - 12:30 pm"
194,Planet of the Grapes,"Mon, Fri 11 am - 2:15 am / Tues 11:45 am - 2 pm / Weds 8:30 am - 10:45 pm / Thurs 9:45 am - 2:30 pm / Sat - Sun 7 am - 11 pm"
195,PM Fish & Steak House,"Mon - Tues 10:15 am - 1 pm / Weds, Sat 5:45 pm - 10 pm / Thurs 1:30 pm - 10:15 pm / Fri 1:30 pm - 1:30 am / Sun 12:30 pm - 2 pm"
196,Project Juice,Sun - Tues 4:15 pm - 1:45 am / Weds - Thurs 10:45 am - 12:15 pm / Fri 2:45 pm - 5:15 pm / Sat 7:30 am - 12:15 pm
197,Shaker + Spear,"Mon 12:15 pm - 5:15 pm / Tues, Thurs, Sat 5 pm - 8:45 pm / Weds 10:45 am - 4:15 pm / Fri 10:45 am - 1 pm / Sun 4 pm - 2:15 am"
198,Smoque BBQ,"Mon - Tues 11:30 am - 4 pm / Weds, Sat 4:45 pm - 10 pm / Thurs 8:30 am - 11:45 am / Fri 11 am - 9 pm / Sun 2 pm - 6:15 pm"
199,Soon Fatt,Sun - Mon 1:15 pm - 2:45 pm / Tues 2:45 pm - 1 am / Weds 10:15 am - 7:45 pm / Thurs 3 pm - 3:15 am / Fri 2:45 pm - 2:30 am / Sat 5:30 pm - 1 am
200,Thai Tanic,"Mon, Weds 8 am - 10 am / Tues 10 am - 3:45 am / Thurs 3 pm - 2:15 am / Fri 7:30 am - 12 pm / Sat 4:30 pm - 6:30 pm / Sun 11 am - 12:30 pm"
201,The Chocolate Log,Mon 6:15 am - 1:45 am / Tues 8:30 am - 6:15 pm / Weds 7:30 am - 12 pm / Thurs - Fri 1:45 pm - 10:45 pm / Sat 8 am - 9:45 am / Sun 8:30 am - 6 pm
202,The Lost Kitchen,"Mon, Weds 2:30 pm - 2:45 am / Tues 10 am - 2:15 pm / Thurs 2:15 pm - 11:30 pm / Fri 6:15 am - 1:30 am / Sat 12:15 pm - 3 am / Sun 5 am - 3:45 am"
203,The Pink Door,"Mon - Tues 2:45 pm - 1:30 am / Weds, Fri 11 am - 12:15 pm / Thurs 10:15 am - 5:45 pm / Sat 10:15 am - 6:45 pm / Sun 5 am - 6:45 pm"
204,The Purple Pig,"Mon, Weds 11:45 am - 1:15 pm / Tues 3:30 pm - 4:30 pm / Thurs - Fri, Sun 7 am - 3:15 pm / Sat 9:30 am - 11 am"
205,Three…,Mon - Weds 5:15 pm - 6:45 pm / Thurs 5:45 pm - 2:45 am / Fri 7 am - 8 pm / Sat 2:15 pm - 1:30 am / Sun 8 am - 6:15 pm
206,Toro Toro Restaurant,"Mon 5:30 pm - 10:15 pm / Tues 9:45 am - 4:30 pm / Weds 2:15 pm - 8:15 pm / Thurs 7:45 am - 7:45 pm / Fri, Sun 5:45 pm - 2:45 am / Sat 8:15 am - 9:45 am"
207,3 Way Restaurant,"Mon, Thurs 7 am - 9 am / Tues 5 am - 7 pm / Weds 1 pm - 7 pm / Fri 8:45 am - 12:30 pm / Sat 6:45 am - 1:15 pm / Sun 10:15 am - 2:15 pm"
208,Bite Me Sandwiches,"Mon, Weds 6:45 am - 11 am / Tues, Thurs 5 pm - 3 am / Fri 2:30 pm - 9:45 pm / Sat 5:15 am - 7:30 pm / Sun 11 am - 10:30 pm"
209,Blue Mermaid,"Mon, Sat 8:45 am - 6:30 pm / Tues - Weds, Sun 5:15 am - 12:30 pm / Thurs 12:15 pm - 6:45 pm / Fri 6:15 am - 8:15 pm"
210,Burma Love,"Mon, Sat 2:30 pm - 1:15 am / Tues 8:45 am - 8:30 pm / Weds 9:15 am - 9 pm / Thurs - Fri 1 pm - 8:30 pm / Sun 12:45 pm - 4 pm"
211,Cat Heads BBQ,Mon 2:45 pm - 1:30 am / Tues 10 am - 4:30 pm / Weds 4:15 pm - 7:45 pm / Thurs 3:15 pm - 9:45 pm / Fri 4 pm - 6:15 pm / Sat - Sun 5 am - 12 pm
212,Cutters Crabhouse,"Mon, Sat 10:30 am - 11:45 pm / Tues 4:30 pm - 1 am / Weds 5:15 pm - 12:30 pm / Thurs 5:30 pm - 3:30 am / Fri 5:30 am - 1:15 pm / Sun 9 am - 12:30 pm"
213,Eatmore Fried Chicken,Sun - Mon 4:30 pm - 10 pm / Tues 5:15 pm - 8:15 pm / Weds - Thurs 6 am - 1 am / Fri 6:30 am - 6 pm / Sat 3 pm - 2 am
214,Fishcotheque,Mon 2:30 pm - 7:30 pm / Tues - Thurs 5:45 pm - 6:45 pm / Fri 5:30 am - 6 am / Sat 2:45 pm - 7:30 pm / Sun 2:45 pm - 7 pm
215,Great Eastern Restaurant,"Mon 7:30 am - 1:30 am / Tues, Fri 11 am - 4:45 pm / Weds 12:15 pm - 10:30 pm / Thurs, Sun 12:15 pm - 11 pm / Sat 5:15 pm - 9 pm"
216,Hillstone,Mon - Tues 9:45 am - 3:15 am / Weds 6:15 am - 4:15 pm / Thurs 1:15 pm - 10:45 pm / Fri 5:15 pm - 9 pm / Sat 9:15 am - 10:30 pm / Sun 5:15 pm - 8 pm
217,Island Prime,"Mon, Weds 1:45 pm - 8:45 pm / Tues 10:15 am - 5:15 pm / Thurs 2 pm - 11:30 pm / Fri 4:30 pm - 5:15 pm / Sat 9 am - 9 pm / Sun 10 am - 3:15 pm"
218,Lettuce Eat,Mon 8:30 am - 11 am / Tues 11 am - 3:45 am / Weds 12:15 pm - 2:30 pm / Thurs 5:30 pm - 9:15 pm / Fri 2:30 pm - 6:45 pm / Sat 4 pm - 6:30 pm / Sun 6:45 am - 2 pm
219,Little Sheep,Mon 11 am - 1:45 am / Tues - Weds 2:30 pm - 8:15 pm / Thurs 12:45 pm - 12:45 pm / Fri 5:15 am - 9:30 am / Sat 2 pm - 12:45 pm / Sun 5 am - 1 pm
220,Lord of the Fries,"Mon 6:30 am - 9 pm / Tues, Thurs 8:15 am - 1:45 am / Weds 8:45 am - 11 am / Fri, Sun 5:15 pm - 1 am / Sat 5:45 am - 8:15 pm"
221,Metro Cafe,"Mon, Sat 8 am - 1:45 pm / Tues 5:30 pm - 3:15 am / Weds 8 am - 10 pm / Thurs 2:30 pm - 6:45 pm / Fri, Sun 3 pm - 4:45 pm"
222,Ocean Star,"Sat - Tues, Thurs 1 pm - 2:15 pm / Weds, Fri 11:30 am - 12:45 pm"
223,Oasis Fried Chicken,Sun - Mon 3:45 pm - 9:30 pm / Tues - Weds 10:30 am - 7:30 pm / Thurs 9:45 am - 1:30 am / Fri 9 am - 4:30 pm / Sat 6:15 am - 4:45 pm
224,Party Fowl,Mon 9 am - 2:30 pm / Tues 12:30 pm - 2:45 pm / Weds - Thurs 6:45 am - 12:45 pm / Fri 3:15 pm - 7 pm / Sat 11:30 am - 11 pm / Sun 11 am - 1:30 am
225,Peking Inn,"Mon, Thurs 8:45 am - 9:45 am / Tues 3:15 pm - 10:30 pm / Weds 2 pm - 7:15 pm / Fri 8 am - 4:15 pm / Sat 5:30 am - 1:45 pm / Sun 10:15 am - 2 am"
226,Phat Phuc Noodle Bar,"Mon, Thurs - Fri 5:45 am - 4 pm / Tues, Sat 2 pm - 8 pm / Weds 1:30 pm - 6:45 pm / Sun 9:30 am - 3:45 am"
227,Pu Pu Hot Pot,"Mon - Tues, Fri 7:30 am - 4:45 pm / Weds 5:30 pm - 11:45 pm / Thurs 4:45 pm - 10 pm / Sat 9:45 am - 12 pm / Sun 1 pm - 12:45 pm"
228,Shuckers Restaurant,Mon - Tues 10:45 am - 4 pm / Weds - Thurs 7:30 am - 6:30 pm / Fri 6:15 am - 9:45 pm / Sat 6 am - 1:15 am / Sun 8:45 am - 9:30 am
229,Single Shot,"Mon, Sat 3:30 pm - 9:15 pm / Tues - Weds 11:30 am - 2 am / Thurs 11 am - 12:30 pm / Fri 6:45 am - 12:30 pm / Sun 11:30 am - 1 pm"
230,Staple & Fancy,"Mon - Tues, Fri 12 pm - 6 pm / Weds 11:45 am - 11:45 pm / Thurs, Sat 9:15 am - 5 pm / Sun 12 pm - 7:45 pm"
231,Thai Me Up,"Mon, Weds 6 am - 2:45 am / Tues 3:45 pm - 1:30 am / Thurs, Sun 12:30 pm - 9 pm / Fri 6 am - 10:30 am / Sat 12:30 pm - 3:15 am"
232,Thai The Knot,"Mon 1:45 pm - 4:15 pm / Tues 2 pm - 1:15 am / Weds, Sat 3:45 pm - 4:15 pm / Thurs 8:15 am - 1:15 am / Fri 8 am - 11:45 am / Sun 3 pm - 10 pm"
233,The Chef in the Hat,"Mon, Weds 5:45 am - 8:15 pm / Tues 8:15 am - 10 pm / Thurs, Sun 5:15 pm - 7:15 pm / Fri 2:30 pm - 3:15 am / Sat 2 pm - 11:45 pm"
234,The Golden Stool,"Mon 6:30 am - 1:45 am / Tues 12:15 pm - 11:30 pm / Weds, Sat 8:45 am - 11:15 pm / Thurs 5:45 am - 2 pm / Fri 10:15 am - 3:15 pm / Sun 12:30 pm - 2:45 am"
235,The Poke Co.,Sun - Mon 4 pm - 11:15 pm / Tues - Weds 2:45 pm - 6 pm / Thurs 7 am - 3:30 am / Fri 4:30 pm - 3 am / Sat 11 am - 8:45 pm
236,The Slanted Door,"Mon 11:45 am - 10 pm / Tues, Fri, Sun 12:45 pm - 9:15 pm / Weds 2:15 pm - 12 pm / Thurs 3:15 pm - 1:15 am / Sat 6 am - 12 pm"
237,Wok This Way,"Mon 5 pm - 8:45 pm / Tues, Sat 1:15 pm - 7:45 pm / Weds 4:15 pm - 6:45 pm / Thurs, Sun 7 am - 10 pm / Fri 5 am - 3 pm"
238,Bankers Hill,"Mon, Sat 9 am - 12:30 pm / Tues 5 am - 9:30 am / Weds 11:45 am - 1 am / Thurs 3:30 pm - 7:30 pm / Fri 11 am - 12:15 pm / Sun 2 pm - 4:45 pm"
239,Barefoot Bar & Grill,Mon - Tues 5 pm - 9 pm / Weds 1:45 pm - 2:30 am / Thurs 5:15 am - 2:15 am / Fri - Sat 1 pm - 2:15 pm / Sun 5:30 am - 8:15 am
240,Bask,"Mon, Thurs 4 pm - 9:30 pm / Tues 12:30 pm - 11:15 pm / Weds 1:45 pm - 7 pm / Fri 11 am - 10:30 pm / Sat 8:45 am - 9:15 am / Sun 4:45 pm - 6:15 pm"
241,Cloak & Petal,Mon 9:30 am - 11:30 am / Tues 5 am - 8:15 am / Weds - Fri 12:30 pm - 12 pm / Sat 3:45 pm - 6 pm / Sun 2:15 pm - 2:30 am
242,Corridor,"Mon, Sat 2:30 pm - 9:30 pm / Tues, Thurs 5:15 pm - 11:30 pm / Weds 9 am - 9:30 pm / Fri, Sun 12:30 pm - 6 pm"
243,Duke’s Seafood,"Sun - Mon 11:45 am - 1 pm / Tues 4:30 pm - 9:15 pm / Weds, Sat 5 pm - 7:45 pm / Thurs 10:45 am - 1:15 am / Fri 10:30 am - 9:30 pm"
244,Emerald Grill,"Mon 5 pm - 8:30 pm / Tues, Sun 7:45 am - 3:30 am / Weds, Sat 9:15 am - 7:45 pm / Thurs 2 pm - 11:45 pm / Fri 9:30 am - 10 am"
245,Fog City,"Mon, Weds 1 pm - 12:30 pm / Tues 3:45 pm - 5:45 pm / Thurs 1:15 pm - 2 pm / Fri 4:30 pm - 10 pm / Sat 5 am - 6:45 pm / Sun 9:45 am - 10 am"
246,Green Leaf,"Mon 4:15 pm - 7:15 pm / Tues 5:30 pm - 9:30 pm / Weds, Sun 2 pm - 6:30 pm / Thurs 5:30 am - 8:45 pm / Fri 6:30 am - 11:45 am / Sat 3:45 pm - 9:30 pm"
247,Harbor House Restaurant,"Mon, Weds - Fri 5:30 pm - 8:45 pm / Tues 10 am - 2:45 pm / Sat 7:15 am - 1:30 pm / Sun 12 pm - 8 pm"
248,Hollywood Cafe,"Mon 7:15 am - 8:45 am / Tues, Fri 5:30 pm - 9 pm / Weds 7:15 am - 2:30 am / Thurs 9:30 am - 6:45 pm / Sat 10:45 am - 8:15 pm / Sun 5:45 am - 8:15 pm"
249,Just Falafs,Mon 6:15 am - 10:30 am / Tues 6 am - 12:15 pm / Weds 1:30 pm - 6:30 pm / Thurs - Fri 7:45 am - 9:30 pm / Sat 6:30 am - 9:45 pm / Sun 7:15 am - 1 pm
250,Lionfish,Mon 11 am - 8 pm / Tues 11 am - 4:45 pm / Weds 10:15 am - 8 pm / Thurs 3 pm - 5 pm / Fri 10:30 am - 2:15 pm / Sat 5:15 pm - 11:45 pm / Sun 2:45 pm - 9:30 pm
251,Maza Grill Kabob,Mon 8:30 am - 9:30 am / Tues 5:45 pm - 6:15 pm / Weds - Thurs 11:30 am - 7 pm / Fri 5:15 pm - 8:30 pm / Sat 10:30 am - 7:15 pm / Sun 1:30 pm - 4 pm
252,Mister A’s,Mon 1:30 pm - 3:30 pm / Tues 7 am - 12:15 pm / Weds - Fri 12:15 pm - 10:45 pm / Sat 2 pm - 6:15 pm / Sun 12:15 pm - 9:15 pm
253,Palomino,"Mon, Weds - Thurs 2:30 pm - 2:30 am / Tues, Fri 5:30 am - 10:45 pm / Sat 1 pm - 9:30 pm / Sun 4:30 pm - 2:45 am"
254,Poke Life,Mon - Tues 7:45 am - 4:15 pm / Weds 2:30 pm - 2:45 am / Thurs 1:15 pm - 6:30 pm / Fri 8:15 am - 2 pm / Sat 12:45 pm - 1:45 am / Sun 7:45 am - 5:45 pm
255,Rich Table,Mon 7 am - 11:15 pm / Tues 11 am - 1 am / Weds 4:15 pm - 2:30 am / Thurs 12:45 pm - 11:45 pm / Fri 7 am - 8 pm / Sat 12:45 pm - 1:45 pm / Sun 8:30 am - 3:15 pm
256,Season 53,"Mon 10:15 am - 4:45 pm / Tues 5 pm - 10 pm / Weds 10:45 am - 11:15 am / Thurs, Sun 8 am - 11:45 am / Fri 9:45 am - 12:30 pm / Sat 2:45 pm - 2:15 am"
257,Smyth,"Mon, Sat 3:30 pm - 10 pm / Tues 8:30 am - 9 am / Weds 5:30 am - 12:45 pm / Thurs - Fri 1:45 pm - 2:15 pm / Sun 7:15 am - 11:15 am"
258,Spinasse,"Mon - Tues 3:30 pm - 11:45 pm / Weds 12 pm - 1 am / Thurs 3:45 pm - 8:15 pm / Fri, Sun 3:45 pm - 7 pm / Sat 5:30 pm - 3:30 am"
259,The French Gourmet,"Mon 9:30 am - 5:15 pm / Tues 5:45 am - 12:30 pm / Weds 9 am - 3:30 am / Thurs, Sun 8:45 am - 10:45 pm / Fri 3:45 pm - 7:45 pm / Sat 5:30 am - 2:30 am"
260,The Polo Bar,"Sun - Mon 2:45 pm - 3 pm / Tues 11:15 am - 7 pm / Weds, Fri 5:45 pm - 8:15 pm / Thurs 2 pm - 12 pm / Sat 7:15 am - 1:45 pm"
261,The View Lounge,"Sun - Mon 7:15 am - 7 pm / Tues, Fri 11 am - 5:15 pm / Weds 7:15 am - 10 pm / Thurs 6 am - 8:15 pm / Sat 6:15 am - 10:30 pm"
262,Umami Burger,Mon - Tues 6 am - 3:30 am / Weds 4:45 pm - 7:45 pm / Thurs 5:30 pm - 10:15 pm / Fri 9 am - 9:30 pm / Sat - Sun 5:45 pm - 9:45 pm
263,Vessel Restaurant,"Mon, Sat 1:15 pm - 1:30 am / Tues - Weds 7:15 am - 1:15 pm / Thurs - Fri 2:45 pm - 9 pm / Sun 3:30 pm - 11 pm"
264,Zoës Kitchen,"Mon, Sat 8:30 am - 3:45 am / Tues 1:45 pm - 8:15 pm / Weds 3:15 pm - 4:15 pm / Thurs - Fri 10:30 am - 6:30 pm / Sun 9:45 am - 3:30 pm"
265,BJ’s Restaurant Brewhouse,Mon - Tues 1:45 pm - 1 am / Weds 2:45 pm - 9:30 pm / Thurs 12:30 pm - 3:30 pm / Fri 6:45 am - 2 am / Sat 3:30 pm - 8 pm / Sun 8:15 am - 1:30 am
266,BRIO Tuscan Grille,Mon - Tues 1:15 pm - 9:15 pm / Weds 12:30 pm - 11:15 pm / Thurs 5:45 am - 7:15 am / Fri 4:30 pm - 3:15 am / Sat 5:15 pm - 11:45 pm / Sun 12:15 pm - 9:30 pm
267,Cafe 21,Sun - Tues 7:15 am - 12:30 pm / Weds 5:30 pm - 1:15 am / Thurs 2:30 pm - 3:15 am / Fri 9:15 am - 8:15 pm / Sat 1:45 pm - 12:15 pm
268,City View Restaurant,"Mon 8:15 am - 1:30 pm / Tues, Thurs - Fri 1:45 pm - 11:15 pm / Weds 9:30 am - 10:45 pm / Sat 2:15 pm - 7:30 pm / Sun 3 pm - 5:45 pm"
269,Cosmopolitan Restaurant,"Mon, Sat 12:30 pm - 1:15 pm / Tues 6:45 am - 3:45 am / Weds 6:30 am - 1:30 am / Thurs, Sun 11 am - 7:15 pm / Fri 11:30 am - 7:30 pm"
270,Crabby Dick’s,"Mon - Tues 2 pm - 3 pm / Weds 5:15 pm - 9:30 pm / Thurs 4 pm - 9 pm / Fri, Sun 8:15 am - 1:30 pm / Sat 4 pm - 12:30 pm"
271,Fare Start,"Sun - Mon, Weds, Fri 1:15 pm - 8:15 pm / Tues 5:30 am - 1 pm / Thurs 7:45 am - 6 pm / Sat 10 am - 10 pm"
272,Greens,"Sun - Mon, Weds 3:30 pm - 8 pm / Tues 8:15 am - 1 pm / Thurs 9:30 am - 8:45 pm / Fri 4 pm - 7 pm / Sat 2 pm - 2:15 am"
273,Gringos Locos,"Mon, Sat 9 am - 1 am / Tues 10:45 am - 1 am / Weds - Thurs 6 am - 2:30 pm / Fri 7:15 am - 9:45 am / Sun 4:15 pm - 10:30 pm"
274,Harbor City Restaurant,"Mon - Tues 6 am - 9:15 pm / Weds, Sat - Sun 8:30 am - 11:30 pm / Thurs 12:45 pm - 2 pm / Fri 6:45 am - 3:45 pm"
275,House of Blues,"Mon 1:45 pm - 4:30 pm / Tues - Weds 8:45 am - 9:45 pm / Thurs, Sun 6:30 am - 12 pm / Fri 5 pm - 12 pm / Sat 9:30 am - 7 pm"
276,La Grotta,"Mon, Weds - Thurs 3:45 pm - 9:15 pm / Tues 10:30 am - 4:45 pm / Fri 7:30 am - 6:30 pm / Sat 2:30 pm - 3:45 am / Sun 6:45 am - 10:30 pm"
277,Metropolitan Grill,Mon - Tues 5:45 pm - 3:15 am / Weds - Thurs 10:15 am - 9 pm / Fri - Sat 1 pm - 2 am / Sun 4 pm - 3 am
278,Rainforest Cafe,"Mon, Fri 8:45 am - 10 am / Tues, Thurs 4:30 pm - 9:45 pm / Weds 7:30 am - 8:15 am / Sat 3:15 pm - 2:15 am / Sun 11:30 am - 8:15 pm"
279,Rice House,"Mon - Tues 12 pm - 10 pm / Weds, Fri 5 pm - 8:15 pm / Thurs 11:15 am - 1:15 pm / Sat 5 am - 8:30 am / Sun 6:15 am - 9:30 pm"
280,Seaview Restaurant,"Mon, Thurs 11:30 am - 2:30 pm / Tues 1 pm - 3:15 am / Weds, Sat 4:15 pm - 8:30 pm / Fri 8:30 am - 8:30 pm / Sun 10:30 am - 11:30 am"
281,Spruce,Mon 11:45 am - 3:30 am / Tues 7:30 am - 4:45 pm / Weds 7:15 am - 1 am / Thurs - Sat 9:30 am - 9:45 pm / Sun 8:45 am - 12:45 pm
282,The House,"Mon - Tues 4 pm - 12 pm / Weds, Sat 3:15 pm - 6:15 pm / Thurs 9 am - 12:30 pm / Fri 1 pm - 4 pm / Sun 1:15 pm - 7 pm"
283,The Inn,Mon - Tues 11:45 am - 3:15 am / Weds 11:45 am - 3 am / Thurs 5:30 am - 1 am / Fri 12:45 pm - 12:45 pm / Sat 7:15 am - 1 am / Sun 8 am - 6:30 pm
284,The Kitchen,"Mon 4:30 pm - 7:45 pm / Tues 5 am - 3 am / Weds 1:45 pm - 10:45 pm / Thurs, Sat 8:45 am - 11:45 pm / Fri 11:30 am - 9:15 pm / Sun 11:45 am - 1:15 pm"
285,The Melting Pot,Mon 1:45 pm - 1:30 am / Tues 7:15 am - 2:45 pm / Weds - Thurs 5 am - 12:15 pm / Fri 5:45 am - 12:15 pm / Sat 9 am - 4:30 pm / Sun 3:15 pm - 3:30 am
286,The Mission,"Mon - Tues 9:45 am - 3:30 am / Weds, Sat 11:15 am - 1 pm / Thurs 1:30 pm - 9:30 pm / Fri 2:15 pm - 1:15 am / Sun 2 pm - 10 pm"
287,The Saddle River Inn,Mon 2:30 pm - 9 pm / Tues - Weds 12:45 pm - 1:30 am / Thurs 11:45 am - 2:15 am / Fri 5:30 pm - 6:15 pm / Sat 1:45 pm - 1:45 am / Sun 10:15 am - 7 pm
288,Tin Roof,Mon 1:15 pm - 5:45 pm / Tues 1 pm - 7:45 pm / Weds 4:45 pm - 2 am / Thurs 4 pm - 11:15 pm / Fri 2:30 pm - 9:30 pm / Sat 10:30 am - 4:45 pm / Sun 8:30 am - 2:30 pm
